Row.names	Gene_symbol	Gene_type	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUST00000108981	Gm14305	protein_coding	72.1016358224245	-9.69384007494994	1.2470066921608	-7.77368729124667	0.00000000000000762337995787657	0.000000000000777051432825698
ENSMUST00000113836	Zfp638	protein_coding	71.1071854948165	-9.67802201936287	1.05750730239997	-9.15173067590079	0.0000000000000000000560286252791217	0.00000000000000000919054979826865
ENSMUST00000094476	Gm12185	protein_coding	68.7933546973372	-9.62586432707566	1.0798667075518	-8.9139374885432	0.000000000000000000492515984309441	0.0000000000000000740537628670972
ENSMUST00000090973	Nes	protein_coding	1004.75771299819	-9.61321228401555	1.40799150210556	-6.82760675021096	0.00000000000863428754997417	0.000000000628084194787989
ENSMUST00000073605	Gapdh	protein_coding	65.1391608905366	-9.55084630446665	1.39490858797567	-6.84693347420499	0.00000000000754497819440273	0.000000000556195133622504
ENSMUST00000109594	Slc1a4	protein_coding	64.6689945151627	-9.53901239738635	2.72265106495606	-3.50357507069687	0.000459057242808892	0.00668846402772555
ENSMUST00000121979	Cep135	protein_coding	64.0789802658575	-9.52258112891456	1.13027612399876	-8.42500423279311	0.0000000000000000360737207832212	0.00000000000000456908494176021
ENSMUST00000146003	Mrpl48	protein_coding	61.3785278253561	-9.46845700955139	1.06891908041973	-8.85797361371214	0.00000000000000000081481996192568	0.00000000000000011906947278429
ENSMUST00000177946	Prom1	protein_coding	61.6443338836284	-9.46828339059233	1.15417729957323	-8.20349126091229	0.000000000000000233504640902064	0.0000000000000274107888649441
ENSMUST00000168254	Ifit1bl1	protein_coding	61.2984660258137	-9.46582027793517	1.06259833115525	-8.90818289507756	0.000000000000000000518757691789768	0.0000000000000000776381224648988
ENSMUST00000110251	Eci2	protein_coding	57.3685176350764	-9.3695796465764	1.20215005474478	-7.79401840027833	0.00000000000000649110885408267	0.000000000000668516736826502
ENSMUST00000173920	Egfl7	protein_coding	56.6069172891439	-9.34613845492531	1.48196783080359	-6.3065730987274	0.000000000285281274760235	0.0000000168041186552587
ENSMUST00000105720	2610305D13Rik	protein_coding	52.4318468840218	-9.23543247320699	1.0682404069721	-8.64546258775639	0.00000000000000000535877551604952	0.000000000000000725308801950987
ENSMUST00000118875	Gapdh	protein_coding	51.4446912765207	-9.20961103327815	2.69909567261786	-3.41210988802991	0.000644621214343538	0.0088876275302394
ENSMUST00000166104	Mocs2	protein_coding	48.6262365957579	-9.12838848225104	1.30009968799403	-7.02129887926943	0.00000000000219815064052648	0.000000000170677094718497
ENSMUST00000130169	Ube3b	protein_coding	45.8742118503698	-9.04461965806774	1.25824144890227	-7.18830210684804	0.000000000000656019814367078	0.0000000000535385660034865
ENSMUST00000131759	Relb	protein_coding	45.6544239639867	-9.0317403586025	1.17456274496693	-7.68944902884418	0.0000000000000147769989802393	0.00000000000146112370355907
ENSMUST00000109607	Cpne1	protein_coding	74.8194946383298	-9.02228377182623	1.16244828149383	-7.76144961927419	0.00000000000000839640734051581	0.000000000000854088761467089
ENSMUST00000052374	Rangap1	protein_coding	42.5065521890942	-8.93490617898011	1.88092986619824	-4.75026014502042	0.00000203155129872545	0.0000587501390754589
ENSMUST00000175912	Ctage5	protein_coding	42.3694528682536	-8.9283156830451	1.90782108900551	-4.67984955953033	0.00000287085494354354	0.0000802123024214664
ENSMUST00000118694	Chid1	protein_coding	41.9460411374458	-8.91312036127251	1.60581811819798	-5.55051674922853	0.0000000284826419678863	0.00000122162174701745
ENSMUST00000126807	Gm14308	protein_coding	40.0523879854537	-8.84555011639402	1.09546715368899	-8.07468310355687	0.000000000000000676521113945482	0.000000000000077058777111563
ENSMUST00000168352	Adgrl2	protein_coding	39.5301117333092	-8.82163774071683	1.096562615206	-8.04480986164171	0.000000000000000863794318951079	0.0000000000000974729908250537
ENSMUST00000079443	Mid1	protein_coding	38.8244227203192	-8.8061867173971	1.06398340725913	-8.27662034700541	0.000000000000000126720431453808	0.0000000000000155383087459375
ENSMUST00000122309	Gm13157	protein_coding	103.965078198296	-8.78653438087528	1.05171156885763	-8.35450958328738	0.0000000000000000657051141173459	0.00000000000000824025302062045
ENSMUST00000160032	Gm16199	processed_pseudogene	36.790184494599	-8.73194903106697	1.06413627793492	-8.20566802591516	0.00000000000000022931223653804	0.0000000000000269825880608585
ENSMUST00000145657	Ube4a	protein_coding	35.4787167495654	-8.67294600590266	1.08774721561663	-7.97331023365212	0.00000000000000154479740709391	0.000000000000170058164339151
ENSMUST00000117748	Ifnar1	protein_coding	57.3175371935695	-8.6402485153156	1.0476647304554	-8.24715031836558	0.000000000000000162216316402982	0.0000000000000197927878866279
ENSMUST00000177591	Erdr1	protein_coding	34.7548510013387	-8.63636083174615	1.14523994341651	-7.54109292239834	0.0000000000000466048866615214	0.00000000000438918797611872
ENSMUST00000155094	Sp100	protein_coding	34.2972876863226	-8.62265998119289	1.95793647959235	-4.40395287133531	0.0000106296044799907	0.000257617097225919
ENSMUST00000080202	Sirt7	protein_coding	33.8050882854721	-8.61043843007306	1.12164149233001	-7.67664043186063	0.0000000000000163315003430629	0.00000000000161161327488974
ENSMUST00000103057	Dido1	protein_coding	33.6736161728495	-8.60268151626439	1.18991476515325	-7.22966196251583	0.000000000000484197739650775	0.0000000000400437189095494
ENSMUST00000041633	Tap1	protein_coding	33.7501118192688	-8.60052382631912	1.29844219959944	-6.62372482115284	0.0000000000350258540808889	0.00000000238339390035587
ENSMUST00000022788	C6	protein_coding	33.6809277769793	-8.5972123050859	1.71521335355341	-5.01232822568403	0.000000537753738821023	0.0000177479690431406
ENSMUST00000041460	Nrip3	protein_coding	32.9757306470543	-8.56994965357899	1.09024373741315	-7.8605814089913	0.00000000000000382354524855527	0.000000000000407335020479421
ENSMUST00000170802	Mapre2	protein_coding	32.2250134992915	-8.53983088578695	1.18391046413142	-7.21324048102933	0.000000000000546357997617427	0.0000000000448104014668412
ENSMUST00000114888	Hmga1	protein_coding	31.697499654988	-8.50643174380659	1.09229134576184	-7.78769490100977	0.00000000000000682427242183454	0.000000000000701370969362738
ENSMUST00000112475	Lrrc23	protein_coding	30.762974020957	-8.47166151357577	1.12154058527897	-7.55359335611427	0.0000000000000423410763162237	0.0000000000040258968110424
ENSMUST00000163516	Nedd4l	protein_coding	76.9898367801198	-8.17250180846645	2.68997555934421	-3.03813236520961	0.00238049367477697	0.0255913402042321
ENSMUST00000028937	9230104L09Rik	protein_coding	97.2854351562261	-8.14681834011478	0.863900638523195	-9.43027239109518	0.0000000000000000000040902536961384	0.000000000000000000721078247684356
ENSMUST00000067252	Piezo1	protein_coding	68.9250108617237	-8.10235293975028	1.83480641052472	-4.41591706529583	0.0000100582645434489	0.000246194023525262
ENSMUST00000104958	Psme2b	protein_coding	117.961883518242	-8.01893563991853	0.748571548821909	-10.7123168821185	0.00000000000000000000000000891034820819242	0.00000000000000000000000243867861622893
ENSMUST00000024888	Pja2	protein_coding	46.4762083476168	-7.77811528417389	1.93777520907204	-4.01394096062292	0.0000597132883698489	0.00118275764864677
ENSMUST00000094156	Fam183b	protein_coding	74.4934960949677	-7.73108135899724	0.886137421835787	-8.72447226411111	0.00000000000000000267424824796052	0.000000000000000370047233819744
ENSMUST00000129493	Pirb	protein_coding	68.4812810230257	-7.6156914098948	0.887019699251191	-8.58570719040835	0.00000000000000000902793404415059	0.00000000000000119899677393869
ENSMUST00000098979	Cep295	protein_coding	61.4307265347973	-7.4115781554647	0.94815770745057	-7.81682002606205	0.00000000000000541744728188158	0.000000000000563801477835819
ENSMUST00000034865	Cyp1a1	protein_coding	386.04155448495	-7.2411820643114	2.0614694956804	-3.51263119802868	0.000443692885830858	0.0065024420740724
ENSMUST00000065588	Gbp10	protein_coding	33.8784327145154	-7.19276993323195	1.19011729161419	-6.0437487833457	0.00000000150573902975478	0.0000000792681190818198
ENSMUST00000105522	H60b	protein_coding	33.0313170989991	-7.13136444304659	1.0233541929339	-6.96861799393365	0.00000000000320069476058092	0.00000000024430819268052
ENSMUST00000050780	Cml3	protein_coding	32.1883927417402	-7.08162207096115	1.09828606221966	-6.44788485856684	0.000000000113421877716101	0.00000000721269958703491
ENSMUST00000032473	Iigp1	protein_coding	289.995950626798	-7.05486469294489	1.72823011751481	-4.08213270990194	0.0000446243014666391	0.000916120450084694
ENSMUST00000028224	Gapvd1	protein_coding	159.965986579803	-6.97051788995855	0.607211256398617	-11.4795597356031	0.00000000000000000000000000000167129369021798	0.000000000000000000000000000570983081558745
ENSMUST00000117757	Gapdh	protein_coding	351.956719700959	-6.86878746103454	0.433254349427794	-15.8539376929655	0.0000000000000000000000000000000000000000000000000000000132041492361199	0.0000000000000000000000000000000000000000000000000000186887755673974
ENSMUST00000066912	Iigp1	protein_coding	527.000508341506	-6.80054512089574	0.468182489861208	-14.5254153415941	0.00000000000000000000000000000000000000000000000836338347634466	0.00000000000000000000000000000000000000000000812363315002278
ENSMUST00000171546	Nlrp1c-ps	transcribed_unprocessed_pseudogene	49.5377048286733	-6.79178898263913	0.812870501305739	-8.35531486470387	0.0000000000000000652584086051683	0.00000000000000820500265350972
ENSMUST00000162038	A630001G21Rik	protein_coding	32.9604957318414	-6.60382903692394	0.894228094129887	-7.38494918720898	0.000000000000152511621637204	0.0000000000135639510101684
ENSMUST00000154728	Guf1	protein_coding	42.7039341804971	-6.49408373144763	0.788141856765813	-8.23973968099663	0.000000000000000172585745456259	0.0000000000000206013317070172
ENSMUST00000104937	Ankrd63	protein_coding	102.947398151373	-6.49156841612607	0.587185321446145	-11.0553996822304	0.000000000000000000000000000206415376544511	0.000000000000000000000000063119783476926
ENSMUST00000163832	Gbe1	protein_coding	211.305577575358	-6.44048256008391	1.77125142149438	-3.63611991043607	0.00027677553252913	0.00441290837799423
ENSMUST00000177565	CT868723.1	protein_coding	66.5188104363001	-6.32504187797393	0.610725494993676	-10.3566036293268	0.000000000000000000000000390585604009645	0.0000000000000000000000957862854031178
ENSMUST00000020687	Pttg1	protein_coding	61.7531149342604	-6.24753163416922	1.0059898348073	-6.21033276679773	0.000000000528725173984074	0.0000000296625001911926
ENSMUST00000113314	Sult1d1	protein_coding	191.631687455342	-6.23682830325814	0.892842752687509	-6.98536028263087	0.00000000000284125895202888	0.000000000218556344667091
ENSMUST00000079132	Chia1	protein_coding	239.814896433456	-6.08253727316058	0.424162385557676	-14.3401147302664	0.000000000000000000000000000000000000000000000122852185833904	0.000000000000000000000000000000000000000000112700955219258
ENSMUST00000142641	Trim12a	protein_coding	51.0511570258598	-5.97520712216965	0.639507775342432	-9.34344718321862	0.00000000000000000000932476552823826	0.00000000000000000160951301302393
ENSMUST00000108430	Rps19	protein_coding	50.7298561806229	-5.88195353856044	0.83020292308832	-7.08495883955675	0.00000000000139085634742922	0.000000000110594288505536
ENSMUST00000036374	Phb	protein_coding	47.9626397530881	-5.87804184544564	0.642726666049461	-9.1454768503308	0.0000000000000000000593673637774178	0.00000000000000000970607414787367
ENSMUST00000093153	9930111J21Rik1	protein_coding	115.082071251592	-5.69668547427665	0.413592078875479	-13.7736812797901	0.000000000000000000000000000000000000000000367023856992494	0.000000000000000000000000000000000000000284087934807722
ENSMUST00000071069	Trim30d	protein_coding	154.651192422878	-5.67463747994593	0.350605568682522	-16.1852462904957	0.0000000000000000000000000000000000000000000000000000000000640929131281666	0.0000000000000000000000000000000000000000000000000000000962131736528217
ENSMUST00000093152	9930111J21Rik2	protein_coding	92.2156342279583	-5.37313619084225	0.447907030027485	-11.9960970260113	0.00000000000000000000000000000000372449491616832	0.00000000000000000000000000000152436482494201
ENSMUST00000115804	Pdxdc1	protein_coding	318.647411877477	-5.35785412565994	0.366544857353728	-14.6171853680911	0.00000000000000000000000000000000000000000000000218237646326986	0.00000000000000000000000000000000000000000000216221130474925
ENSMUST00000178995	Gm21092	protein_coding	97.420464252799	-5.22166987212142	0.348929072473885	-14.9648461078354	0.0000000000000000000000000000000000000000000000000124611829766432	0.0000000000000000000000000000000000000000000000134196104847163
ENSMUST00000110142	Gpcpd1	protein_coding	32.3934711175081	-5.1921917905407	1.54431093095796	-3.36214144862648	0.000773404948165775	0.0103464580940416
ENSMUST00000128657	Gm14418	protein_coding	45.0824114332899	-5.18426148124143	0.563246285451565	-9.20425329939834	0.0000000000000000000344054943071397	0.00000000000000000575803843576719
ENSMUST00000131837	Ube2m	protein_coding	53.3194975703826	-5.17002958183743	1.2298818091908	-4.20368001478048	0.0000262610116679521	0.000577159714288825
ENSMUST00000128411	Tgtp2	protein_coding	62.895077678144	-5.16974528264332	0.640243299296027	-8.07465738154178	0.000000000000000676663733770639	0.000000000000077058777111563
ENSMUST00000111026	Slc5a12	protein_coding	72.4910157903493	-5.12361242091142	1.27660431595166	-4.01346944929602	0.0000598327496681178	0.00118417688895694
ENSMUST00000176238	1110032A03Rik	protein_coding	37.0055943457647	-5.06307929872257	0.935999576918676	-5.40927520009176	0.0000000632803266056601	0.00000255081753092837
ENSMUST00000105256	Ctdsp2	protein_coding	716.030690301058	-5.00771673458011	0.382086984030231	-13.1062217345354	0.0000000000000000000000000000000000000030333781335496	0.00000000000000000000000000000000000185515414789852
ENSMUST00000038038	Slfn2	protein_coding	235.196085224294	-4.95002135172316	0.278669587199217	-17.7630483522569	0.000000000000000000000000000000000000000000000000000000000000000000000136609571146207	0.000000000000000000000000000000000000000000000000000000000000000000270694597417631
ENSMUST00000179433	Aldh3b3	protein_coding	172.135414284419	-4.94366191521119	0.390701577069471	-12.6532939853789	0.00000000000000000000000000000000000107280730328624	0.000000000000000000000000000000000577660089023846
ENSMUST00000161549	Aox3	protein_coding	31.5533630069867	-4.89195204016634	0.609416898355627	-8.02726680760932	0.00000000000000099668172602392	0.000000000000111201845368858
ENSMUST00000025181	H2-K1	protein_coding	1382.64551353539	-4.78558213738719	0.247450932837972	-19.3395194857509	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000249791832935415	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000773386738747162
ENSMUST00000019649	Ubb	protein_coding	1337.93176986484	-4.76412376713124	0.522927949624141	-9.11047835663687	0.0000000000000000000820195276772619	0.0000000000000000131491370940977
ENSMUST00000127699	Hspa8	protein_coding	107.174486625799	-4.76018566043031	0.856579954872293	-5.55719945739333	0.0000000274137440403173	0.00000117883858703927
ENSMUST00000108157	Slfn5	protein_coding	242.339444443442	-4.73681085269708	0.377979114221439	-12.5319380740228	0.00000000000000000000000000000000000499274825569706	0.00000000000000000000000000000000254980168134764
ENSMUST00000038455	Skint3	protein_coding	66.2930741423463	-4.73014887250561	0.484295441552304	-9.76707287878685	0.000000000000000000000155890927676162	0.0000000000000000000308900991008868
ENSMUST00000059049	Lrrc4c	protein_coding	40.7654837111831	-4.71651382484937	0.478047970057698	-9.86619360454582	0.0000000000000000000000583364386885222	0.0000000000000000000119911638993859
ENSMUST00000153210	Gm4724	protein_coding	35.8024307526219	-4.71638688978192	0.667634763382024	-7.06432191441052	0.00000000000161402186392	0.000000000127236695687194
ENSMUST00000164243	Srp54b	protein_coding	626.404077787126	-4.69214411182878	0.247373701426352	-18.9678372631123	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000314585485329283	0.0000000000000000000000000000000000000000000000000000000000000000000000000000820207145907475
ENSMUST00000161083	Pygl	protein_coding	34.3548852494529	-4.68203028225148	1.29770968163093	-3.60791812569912	0.000308663854901472	0.00483420488274079
ENSMUST00000097494	9930111J21Rik1	protein_coding	442.55636545968	-4.62000372454094	0.181643118853918	-25.4345100089173	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104759322962494	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010379134681832
ENSMUST00000156359	Rplp0	protein_coding	305.466269547315	-4.58530598750677	0.450950600786052	-10.168089319571	0.00000000000000000000000275254976361249	0.000000000000000000000628367788893252
ENSMUST00000106296	Usp36	protein_coding	44.5655066664622	-4.58372171087243	1.51521251714306	-3.02513453328319	0.00248522554489387	0.0265272792594166
ENSMUST00000069245	Spink5	protein_coding	97.5816162547137	-4.57723297210752	0.474149184960138	-9.65357131741633	0.000000000000000000000474730108457588	0.0000000000000000000904506927414308
ENSMUST00000055966	Gabra3	protein_coding	53.8437260452137	-4.55168018251335	0.430082909329327	-10.5832621659188	0.0000000000000000000000000356331467159813	0.00000000000000000000000938933415966108
ENSMUST00000160424	Cacna1i	protein_coding	38.8000280740162	-4.4309491397464	0.558558879700501	-7.93282373761971	0.00000000000000214218371108235	0.000000000000234259374568647
ENSMUST00000176957	Esd	protein_coding	246.962425482953	-4.41518195651052	0.756704940167421	-5.83474710173513	0.00000000538722150772762	0.000000262411188839539
ENSMUST00000020045	Ros1	protein_coding	51.6239517934252	-4.36112146233925	0.838623249465362	-5.20033455442541	0.000000198930126566873	0.00000720892509866113
ENSMUST00000110907	Meis2	protein_coding	39.7226947688008	-4.30985403836623	0.870136512510303	-4.95307802442688	0.000000730486668295396	0.000023331301466162
ENSMUST00000086130	Sec16b	protein_coding	36.825541643347	-4.28113268715112	0.792753635620716	-5.40033182414742	0.0000000665177438399576	0.00000265524254177584
ENSMUST00000108985	Gm14306	protein_coding	128.901676202519	-4.23481919989572	0.276447325902664	-15.318720071059	0.0000000000000000000000000000000000000000000000000000573354320418979	0.0000000000000000000000000000000000000000000000000692751861583301
ENSMUST00000060574	BC048546	protein_coding	137.71815784015	-4.22988958181043	0.947967228215187	-4.46206309238599	0.00000811743163154402	0.000203502696438982
ENSMUST00000108980	Gm14305	protein_coding	86.949081493054	-4.21255511528598	0.649066931503391	-6.49017059847544	0.0000000000857392312192459	0.00000000555935868604581
ENSMUST00000031542	Oasl2	protein_coding	100.59738898636	-4.20216090211516	0.465662905837335	-9.02404045810566	0.000000000000000000181277009779108	0.0000000000000000285082555886903
ENSMUST00000162011	Aox3	protein_coding	139.941467208413	-4.19587961704331	0.414424078039725	-10.1246038523879	0.00000000000000000000000429715268528056	0.000000000000000000000963223301915965
ENSMUST00000106561	Cd300lf	protein_coding	30.4862043215145	-4.19199844744035	1.38947043353986	-3.01697563780517	0.00255310329901195	0.0270885059267248
ENSMUST00000031549	Gm4951	protein_coding	128.436397664159	-4.1814402108604	0.328235774850619	-12.7391361065484	0.000000000000000000000000000000000000358340713801537	0.000000000000000000000000000000000199454857082029
ENSMUST00000131950	Sp110	protein_coding	78.3883500164753	-4.17951930669232	0.624439312719375	-6.69323538982661	0.0000000000218289576074937	0.00000000151239566707696
ENSMUST00000101642	Limk2	protein_coding	45.1555935834668	-4.1788210805817	0.993047556372166	-4.20807750219728	0.0000257552538554327	0.000567302696972176
ENSMUST00000105734	Gm13157	protein_coding	259.558481364554	-4.15821854127722	0.186796548574089	-22.2606818649433	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000888851883546585	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000040029040551937
ENSMUST00000061925	Plcxd3	protein_coding	34.8119759614046	-4.15605225620809	0.472003079774171	-8.80513800502434	0.00000000000000000130691674592725	0.000000000000000186576489221165
ENSMUST00000107979	Fam205a1	protein_coding	40.4648188987349	-4.10128829799143	0.647795822567597	-6.3311434793383	0.000000000243350916389441	0.0000000144893241539665
ENSMUST00000179956	Adgb	protein_coding	42.6889874343668	-4.07528763827322	1.05346541012086	-3.86845889681912	0.000109525394143685	0.00202056666855422
ENSMUST00000080926	Eno1	protein_coding	221.668335717561	-4.06822010913808	0.924461871387157	-4.40063591052566	0.0000107934097958017	0.000261203680734942
ENSMUST00000129005	Hsp90aa1	protein_coding	47.2784517329011	-4.06176055408045	0.811591142212851	-5.00468812782483	0.000000559525442194168	0.000018319743129818
ENSMUST00000027785	Sdccag8	protein_coding	74.6521884570328	-4.04031174192193	1.1396496735666	-3.54522256763128	0.000392281698778313	0.005872726139039
ENSMUST00000010280	Pifo	protein_coding	30.8870737378189	-4.02303825867116	0.763360651335294	-5.2701671898256	0.000000136299550705073	0.00000515027242015858
ENSMUST00000028233	Hc	protein_coding	7544.22193970786	-4.01330085048213	0.218803954795018	-18.3419941117696	0.00000000000000000000000000000000000000000000000000000000000000000000000000382505484520582	0.00000000000000000000000000000000000000000000000000000000000000000000000861298031462754
ENSMUST00000039450	Mcoln3	protein_coding	69.5334001244894	-4.00867819563451	0.321503762113333	-12.4685265555972	0.0000000000000000000000000000000000110856903053874	0.00000000000000000000000000000000554710026614424
ENSMUST00000149494	Klrc2	protein_coding	32.011662045556	-3.99969921850458	0.511302248672171	-7.82257310405269	0.00000000000000517543806331889	0.000000000000543179768603159
ENSMUST00000000109	Cntn1	protein_coding	34.1538735930045	-3.98555812964495	0.52460328406979	-7.59728017469813	0.0000000000000302419324249448	0.00000000000293175117116813
ENSMUST00000175887	Esd	protein_coding	34.0404315035074	-3.9846023616751	1.36422696299685	-2.92077672539323	0.00349159958997589	0.0348749048549458
ENSMUST00000119096	Klra4	protein_coding	34.9302788350404	-3.98223559576261	0.460517632370513	-8.64730319936734	0.00000000000000000527307318067456	0.000000000000000715664381436318
ENSMUST00000141384	Cep85	protein_coding	224.620840606889	-3.98199173874926	0.566314689517234	-7.0314117088218	0.00000000000204454226014608	0.00000000015975163167684
ENSMUST00000111285	Zmym5	protein_coding	225.566011854488	-3.9680843087717	0.314699270216009	-12.6091309523788	0.00000000000000000000000000000000000188055198682495	0.00000000000000000000000000000000100170735831542
ENSMUST00000082405	mt-Co2	protein_coding	7914.57376388541	-3.92829871661783	0.35083110758996	-11.1971220100844	0.0000000000000000000000000000421195111625168	0.0000000000000000000000000135488074283685
ENSMUST00000029043	Fabp12	protein_coding	36.17436141338	-3.89363511092665	0.405052593701799	-9.61266554385566	0.000000000000000000000706947241387515	0.000000000000000000132153782806999
ENSMUST00000064433	Tmod2	protein_coding	74.0025534896549	-3.87846896067658	1.19985097458838	-3.23245889932882	0.00122729789487954	0.0150788400586664
ENSMUST00000153574	Sp100	protein_coding	53.1723190233065	-3.86125424013222	0.411812566428318	-9.37624189961269	0.00000000000000000000683661259966152	0.0000000000000000011883232103931
ENSMUST00000002395	Rec8	protein_coding	33.2137327426749	-3.84065306114462	0.425484784253687	-9.02653444560007	0.000000000000000000177194396833719	0.0000000000000000279549555106649
ENSMUST00000109619	Cep250	protein_coding	44.9792565433249	-3.82753800862267	1.15896283300003	-3.30255457693576	0.000958084416616642	0.0123694516107259
ENSMUST00000106837	Trim12a	protein_coding	40.0456881022326	-3.79734259397582	0.401532657292002	-9.45712017444778	0.0000000000000000000031654087687858	0.000000000000000000564057624417666
ENSMUST00000120564	Igfbp2	protein_coding	104.622058093279	-3.79089846922172	0.586635303584468	-6.46210421714908	0.000000000103256941883525	0.00000000659167833379647
ENSMUST00000138938	Pde4d	protein_coding	34.4421437845215	-3.7227369385265	0.539536485662889	-6.89987987365237	0.00000000000520465317670268	0.000000000387711442206763
ENSMUST00000159014	Aox3	protein_coding	227.358362273841	-3.71309629560535	0.330327618776575	-11.240647419545	0.0000000000000000000000000000257487016378013	0.00000000000000000000000000839170514298291
ENSMUST00000111449	Celf1	protein_coding	54.2581269132774	-3.71112152632127	1.10749149272334	-3.35092553821391	0.000805419563673621	0.0107024877535579
ENSMUST00000110997	Tlr5	protein_coding	76.757647424548	-3.69063523541528	0.406005438382436	-9.09011280764889	0.0000000000000000000989363518551629	0.0000000000000000157591929202606
ENSMUST00000116400	Kansl2	protein_coding	56.3571556214667	-3.67861382608066	1.05120143770349	-3.49943759030349	0.000466240735190426	0.00677519317684462
ENSMUST00000132883	Gm14295	protein_coding	169.553732443929	-3.64246737187364	0.201188881123669	-18.104715089273	0.000000000000000000000000000000000000000000000000000000000000000000000000292520891871259	0.000000000000000000000000000000000000000000000000000000000000000000000630039127892106
ENSMUST00000175807	Pan3	protein_coding	92.7373497863793	-3.64203620173122	0.698305733712357	-5.21553243214732	0.000000183289985540825	0.00000672081369631488
ENSMUST00000086722	Tmem232	protein_coding	68.4003576642399	-3.63039776196893	1.20821850117989	-3.00475266553495	0.00265796892903207	0.027973330105458
